plane	wire	sx	sy	sz	ex	ey	ez
1	1365	-0.3	117.464	416.227	-0.3	-115.524	819.773	
1	1366	-0.3	117.464	416.827	-0.3	-115.524	820.373	
1	1367	-0.3	117.464	417.427	-0.3	-115.524	820.973	
1	1368	-0.3	117.464	418.027	-0.3	-115.524	821.573	
1	1369	-0.3	117.464	418.627	-0.3	-115.524	822.173	
1	1370	-0.3	117.464	419.227	-0.3	-115.524	822.773	
1	1371	-0.3	117.464	419.827	-0.3	-115.524	823.373	
1	1372	-0.3	117.464	420.427	-0.3	-115.524	823.973	
1	1373	-0.3	117.464	421.027	-0.3	-115.524	824.573	
1	1374	-0.3	117.464	421.627	-0.3	-115.524	825.173	
1	1375	-0.3	117.464	422.227	-0.3	-115.524	825.773	
1	1376	-0.3	117.464	422.827	-0.3	-115.524	826.373	
1	1377	-0.3	117.464	423.427	-0.3	-115.524	826.973	
1	1378	-0.3	117.464	424.027	-0.3	-115.524	827.573	
1	1379	-0.3	117.464	424.627	-0.3	-115.524	828.173	
1	1380	-0.3	117.464	425.227	-0.3	-115.524	828.773	
1	1381	-0.3	117.464	425.827	-0.3	-115.524	829.373	
1	1382	-0.3	117.464	426.427	-0.3	-115.524	829.973	
1	1383	-0.3	117.464	427.027	-0.3	-115.524	830.573	
1	1384	-0.3	117.464	427.627	-0.3	-115.524	831.173	
1	1385	-0.3	117.464	428.227	-0.3	-115.524	831.773	
1	1386	-0.3	117.464	428.827	-0.3	-115.524	832.373	
1	1387	-0.3	117.464	429.427	-0.3	-115.524	832.973	
1	1388	-0.3	117.464	430.027	-0.3	-115.524	833.573	
1	1389	-0.3	117.464	430.627	-0.3	-115.524	834.173	
1	1390	-0.3	117.464	431.227	-0.3	-115.524	834.773	
1	1391	-0.3	117.464	431.827	-0.3	-115.524	835.373	
1	1392	-0.3	117.464	432.427	-0.3	-115.524	835.973	
1	1393	-0.3	117.464	433.027	-0.3	-115.524	836.573	
1	1394	-0.3	117.464	433.627	-0.3	-115.524	837.173	
1	1395	-0.3	117.464	434.227	-0.3	-115.524	837.773	
1	1396	-0.3	117.464	434.827	-0.3	-115.524	838.373	
1	1397	-0.3	117.464	435.427	-0.3	-115.524	838.973	
1	1398	-0.3	117.464	436.027	-0.3	-115.524	839.573	
1	1399	-0.3	117.464	436.627	-0.3	-115.524	840.173	
1	1400	-0.3	117.464	437.227	-0.3	-115.524	840.773	
1	1401	-0.3	117.464	437.827	-0.3	-115.524	841.373	
1	1402	-0.3	117.464	438.427	-0.3	-115.524	841.973	
1	1403	-0.3	117.464	439.027	-0.3	-115.524	842.573	
1	1404	-0.3	117.464	439.627	-0.3	-115.524	843.173	
1	1405	-0.3	117.464	440.227	-0.3	-115.524	843.773	
1	1406	-0.3	117.464	440.827	-0.3	-115.524	844.373	
1	1407	-0.3	117.464	441.427	-0.3	-115.524	844.973	
1	1408	-0.3	117.464	442.027	-0.3	-115.524	845.573	
1	1409	-0.3	117.464	442.627	-0.3	-115.524	846.173	
1	1410	-0.3	117.464	443.227	-0.3	-115.524	846.773	
1	1411	-0.3	117.464	443.827	-0.3	-115.524	847.373	
1	1412	-0.3	117.464	444.427	-0.3	-115.524	847.973	
1	1413	-0.3	117.464	445.027	-0.3	-115.524	848.573	
1	1414	-0.3	117.464	445.627	-0.3	-115.524	849.173	
1	1415	-0.3	117.464	446.227	-0.3	-115.524	849.773	
1	1416	-0.3	117.464	446.827	-0.3	-115.524	850.373	
1	1417	-0.3	117.464	447.427	-0.3	-115.524	850.973	
1	1418	-0.3	117.464	448.027	-0.3	-115.524	851.573	
1	1419	-0.3	117.464	448.627	-0.3	-115.524	852.173	
1	1420	-0.3	117.464	449.227	-0.3	-115.524	852.773	
1	1421	-0.3	117.464	449.827	-0.3	-115.524	853.373	
1	1422	-0.3	117.464	450.427	-0.3	-115.524	853.973	
1	1423	-0.3	117.464	451.027	-0.3	-115.524	854.573	
1	1424	-0.3	117.464	451.627	-0.3	-115.524	855.173	
1	1425	-0.3	117.464	452.227	-0.3	-115.524	855.773	
1	1426	-0.3	117.464	452.827	-0.3	-115.524	856.373	
1	1427	-0.3	117.464	453.427	-0.3	-115.524	856.973	
1	1428	-0.3	117.464	454.027	-0.3	-115.524	857.573	
1	1429	-0.3	117.464	454.627	-0.3	-115.524	858.173	
1	1430	-0.3	117.464	455.227	-0.3	-115.524	858.773	
1	1431	-0.3	117.464	455.827	-0.3	-115.524	859.373	
1	1432	-0.3	117.464	456.427	-0.3	-115.524	859.973	
1	1433	-0.3	117.464	457.027	-0.3	-115.524	860.573	
1	1434	-0.3	117.464	457.627	-0.3	-115.524	861.173	
1	1435	-0.3	117.464	458.227	-0.3	-115.524	861.773	
1	1436	-0.3	117.464	458.827	-0.3	-115.524	862.373	
1	1437	-0.3	117.464	459.427	-0.3	-115.524	862.973	
1	1438	-0.3	117.464	460.027	-0.3	-115.524	863.573	
1	1439	-0.3	117.464	460.627	-0.3	-115.524	864.173	
1	1440	-0.3	117.464	461.227	-0.3	-115.524	864.773	
1	1441	-0.3	117.464	461.827	-0.3	-115.524	865.373	
1	1442	-0.3	117.464	462.427	-0.3	-115.524	865.973	
1	1443	-0.3	117.464	463.027	-0.3	-115.524	866.573	
1	1444	-0.3	117.464	463.627	-0.3	-115.524	867.173	
1	1445	-0.3	117.464	464.227	-0.3	-115.524	867.773	
1	1446	-0.3	117.464	464.827	-0.3	-115.524	868.373	
1	1447	-0.3	117.464	465.427	-0.3	-115.524	868.973	
1	1448	-0.3	117.464	466.027	-0.3	-115.524	869.573	
1	1449	-0.3	117.464	466.627	-0.3	-115.524	870.173	
1	1450	-0.3	117.464	467.227	-0.3	-115.524	870.773	
1	1451	-0.3	117.464	467.827	-0.3	-115.524	871.373	
1	1452	-0.3	117.464	468.427	-0.3	-115.524	871.973	
1	1453	-0.3	117.464	469.027	-0.3	-115.524	872.573	
1	1454	-0.3	117.464	469.627	-0.3	-115.524	873.173	
1	1455	-0.3	117.464	470.227	-0.3	-115.524	873.773	
1	1456	-0.3	117.464	470.827	-0.3	-115.524	874.373	
1	1457	-0.3	117.464	471.427	-0.3	-115.524	874.973	
1	1458	-0.3	117.464	472.027	-0.3	-115.524	875.573	
1	1459	-0.3	117.464	472.627	-0.3	-115.524	876.173	
1	1460	-0.3	117.464	473.227	-0.3	-115.524	876.773	
1	1461	-0.3	117.464	473.827	-0.3	-115.524	877.373	
1	1462	-0.3	117.464	474.427	-0.3	-115.524	877.973	
1	1463	-0.3	117.464	475.027	-0.3	-115.524	878.573	
1	1464	-0.3	117.464	475.627	-0.3	-115.524	879.173	
1	1465	-0.3	117.464	476.227	-0.3	-115.524	879.773	
1	1466	-0.3	117.464	476.827	-0.3	-115.524	880.373	
1	1467	-0.3	117.464	477.427	-0.3	-115.524	880.973	
1	1468	-0.3	117.464	478.027	-0.3	-115.524	881.573	
1	1469	-0.3	117.464	478.627	-0.3	-115.524	882.173	
1	1470	-0.3	117.464	479.227	-0.3	-115.524	882.773	
1	1471	-0.3	117.464	479.827	-0.3	-115.524	883.373	
1	1472	-0.3	117.464	480.427	-0.3	-115.524	883.973	
1	1473	-0.3	117.464	481.027	-0.3	-115.524	884.573	
1	1474	-0.3	117.464	481.627	-0.3	-115.524	885.173	
1	1475	-0.3	117.464	482.227	-0.3	-115.524	885.773	
1	1476	-0.3	117.464	482.827	-0.3	-115.524	886.373	
1	1477	-0.3	117.464	483.427	-0.3	-115.524	886.973	
1	1478	-0.3	117.464	484.027	-0.3	-115.524	887.573	
1	1479	-0.3	117.464	484.627	-0.3	-115.524	888.173	
1	1480	-0.3	117.464	485.227	-0.3	-115.524	888.773	
1	1481	-0.3	117.464	485.827	-0.3	-115.524	889.373	
1	1482	-0.3	117.464	486.427	-0.3	-115.524	889.973	
1	1483	-0.3	117.464	487.027	-0.3	-115.524	890.573	
1	1484	-0.3	117.464	487.627	-0.3	-115.524	891.173	
1	1485	-0.3	117.464	488.227	-0.3	-115.524	891.773	
1	1486	-0.3	117.464	488.827	-0.3	-115.524	892.373	
1	1487	-0.3	117.464	489.427	-0.3	-115.524	892.973	
1	1488	-0.3	117.464	490.027	-0.3	-115.524	893.573	
1	1489	-0.3	117.464	490.627	-0.3	-115.524	894.173	
1	1490	-0.3	117.464	491.227	-0.3	-115.524	894.773	
1	1491	-0.3	117.464	491.827	-0.3	-115.524	895.373	
1	1492	-0.3	117.464	492.427	-0.3	-115.524	895.973	
1	1493	-0.3	117.464	493.027	-0.3	-115.524	896.573	
1	1494	-0.3	117.464	493.627	-0.3	-115.524	897.173	
1	1495	-0.3	117.464	494.227	-0.3	-115.524	897.773	
1	1496	-0.3	117.464	494.827	-0.3	-115.524	898.373	
1	1497	-0.3	117.464	495.427	-0.3	-115.524	898.973	
1	1498	-0.3	117.464	496.027	-0.3	-115.524	899.573	
1	1499	-0.3	117.464	496.627	-0.3	-115.524	900.173	
1	1500	-0.3	117.464	497.227	-0.3	-115.524	900.773	
1	1501	-0.3	117.464	497.827	-0.3	-115.524	901.373	
1	1502	-0.3	117.464	498.427	-0.3	-115.524	901.973	
1	1503	-0.3	117.464	499.027	-0.3	-115.524	902.573	
1	1504	-0.3	117.464	499.627	-0.3	-115.524	903.173	
1	1505	-0.3	117.464	500.227	-0.3	-115.524	903.773	
1	1506	-0.3	117.464	500.827	-0.3	-115.524	904.373	
1	1507	-0.3	117.464	501.427	-0.3	-115.524	904.973	
1	1508	-0.3	117.464	502.027	-0.3	-115.524	905.573	
1	1509	-0.3	117.464	502.627	-0.3	-115.524	906.173	
1	1510	-0.3	117.464	503.227	-0.3	-115.524	906.773	
1	1511	-0.3	117.464	503.827	-0.3	-115.524	907.373	
1	1512	-0.3	117.464	504.427	-0.3	-115.524	907.973	
1	1513	-0.3	117.464	505.027	-0.3	-115.524	908.573	
1	1514	-0.3	117.464	505.627	-0.3	-115.524	909.173	
1	1515	-0.3	117.464	506.227	-0.3	-115.524	909.773	
1	1516	-0.3	117.464	506.827	-0.3	-115.524	910.373	
1	1517	-0.3	117.464	507.427	-0.3	-115.524	910.973	
1	1518	-0.3	117.464	508.027	-0.3	-115.524	911.573	
1	1519	-0.3	117.464	508.627	-0.3	-115.524	912.173	
1	1520	-0.3	117.464	509.227	-0.3	-115.524	912.773	
1	1521	-0.3	117.464	509.827	-0.3	-115.524	913.373	
1	1522	-0.3	117.464	510.427	-0.3	-115.524	913.973	
1	1523	-0.3	117.464	511.027	-0.3	-115.524	914.573	
1	1524	-0.3	117.464	511.627	-0.3	-115.524	915.173	
1	1525	-0.3	117.464	512.227	-0.3	-115.524	915.773	
1	1526	-0.3	117.464	512.827	-0.3	-115.524	916.373	
1	1527	-0.3	117.464	513.427	-0.3	-115.524	916.973	
1	1528	-0.3	117.464	514.027	-0.3	-115.524	917.573	
1	1529	-0.3	117.464	514.627	-0.3	-115.524	918.173	
1	1530	-0.3	117.464	515.227	-0.3	-115.524	918.773	
1	1531	-0.3	117.464	515.827	-0.3	-115.524	919.373	
1	1532	-0.3	117.464	516.427	-0.3	-115.524	919.973	
1	1533	-0.3	117.464	517.027	-0.3	-115.524	920.573	
1	1534	-0.3	117.464	517.627	-0.3	-115.524	921.173	
1	1535	-0.3	117.464	518.227	-0.3	-115.524	921.773	
1	1536	-0.3	117.464	518.827	-0.3	-115.524	922.373	
1	1537	-0.3	117.464	519.427	-0.3	-115.524	922.973	
1	1538	-0.3	117.464	520.027	-0.3	-115.524	923.573	
1	1539	-0.3	117.464	520.627	-0.3	-115.524	924.173	
1	1540	-0.3	117.464	521.227	-0.3	-115.524	924.773	
1	1541	-0.3	117.464	521.827	-0.3	-115.524	925.373	
1	1542	-0.3	117.464	522.427	-0.3	-115.524	925.973	
1	1543	-0.3	117.464	523.027	-0.3	-115.524	926.573	
1	1544	-0.3	117.464	523.627	-0.3	-115.524	927.173	
1	1545	-0.3	117.464	524.227	-0.3	-115.524	927.773	
1	1546	-0.3	117.464	524.827	-0.3	-115.524	928.373	
1	1547	-0.3	117.464	525.427	-0.3	-115.524	928.973	
1	1548	-0.3	117.464	526.027	-0.3	-115.524	929.573	
1	1549	-0.3	117.464	526.627	-0.3	-115.524	930.173	
1	1550	-0.3	117.464	527.227	-0.3	-115.524	930.773	
1	1551	-0.3	117.464	527.827	-0.3	-115.524	931.373	
1	1552	-0.3	117.464	528.427	-0.3	-115.524	931.973	
1	1553	-0.3	117.464	529.027	-0.3	-115.524	932.573	
1	1554	-0.3	117.464	529.627	-0.3	-115.524	933.173	
1	1555	-0.3	117.464	530.227	-0.3	-115.524	933.773	
1	1556	-0.3	117.464	530.827	-0.3	-115.524	934.373	
1	1557	-0.3	117.464	531.427	-0.3	-115.524	934.973	
1	1558	-0.3	117.464	532.027	-0.3	-115.524	935.573	
1	1559	-0.3	117.464	532.627	-0.3	-115.524	936.173	
1	1560	-0.3	117.464	533.227	-0.3	-115.524	936.773	
1	1561	-0.3	117.464	533.827	-0.3	-115.524	937.373	
1	1562	-0.3	117.464	534.427	-0.3	-115.524	937.973	
1	1563	-0.3	117.464	535.027	-0.3	-115.524	938.573	
1	1564	-0.3	117.464	535.627	-0.3	-115.524	939.173	
1	1565	-0.3	117.464	536.227	-0.3	-115.524	939.773	
1	1566	-0.3	117.464	536.827	-0.3	-115.524	940.373	
1	1567	-0.3	117.464	537.427	-0.3	-115.524	940.973	
1	1568	-0.3	117.464	538.027	-0.3	-115.524	941.573	
1	1569	-0.3	117.464	538.627	-0.3	-115.524	942.173	
1	1570	-0.3	117.464	539.227	-0.3	-115.524	942.773	
1	1571	-0.3	117.464	539.827	-0.3	-115.524	943.373	
1	1572	-0.3	117.464	540.427	-0.3	-115.524	943.973	
1	1573	-0.3	117.464	541.027	-0.3	-115.524	944.573	
1	1574	-0.3	117.464	541.627	-0.3	-115.524	945.173	
1	1575	-0.3	117.464	542.227	-0.3	-115.524	945.773	
1	1576	-0.3	117.464	542.827	-0.3	-115.524	946.373	
1	1577	-0.3	117.464	543.427	-0.3	-115.524	946.973	
1	1578	-0.3	117.464	544.027	-0.3	-115.524	947.573	
1	1579	-0.3	117.464	544.627	-0.3	-115.524	948.173	
1	1580	-0.3	117.464	545.227	-0.3	-115.524	948.773	
1	1581	-0.3	117.464	545.827	-0.3	-115.524	949.373	
1	1582	-0.3	117.464	546.427	-0.3	-115.524	949.973	
1	1583	-0.3	117.464	547.027	-0.3	-115.524	950.573	
1	1584	-0.3	117.464	547.627	-0.3	-115.524	951.173	
1	1585	-0.3	117.464	548.227	-0.3	-115.524	951.773	
1	1586	-0.3	117.464	548.827	-0.3	-115.524	952.373	
1	1587	-0.3	117.464	549.427	-0.3	-115.524	952.973	
1	1588	-0.3	117.464	550.027	-0.3	-115.524	953.573	
1	1589	-0.3	117.464	550.627	-0.3	-115.524	954.173	
1	1590	-0.3	117.464	551.227	-0.3	-115.524	954.773	
1	1591	-0.3	117.464	551.827	-0.3	-115.524	955.373	
1	1592	-0.3	117.464	552.427	-0.3	-115.524	955.973	
1	1593	-0.3	117.464	553.027	-0.3	-115.524	956.573	
1	1594	-0.3	117.464	553.627	-0.3	-115.524	957.173	
1	1595	-0.3	117.464	554.227	-0.3	-115.524	957.773	
1	1596	-0.3	117.464	554.827	-0.3	-115.524	958.373	
1	1597	-0.3	117.464	555.427	-0.3	-115.524	958.973	
1	1598	-0.3	117.464	556.027	-0.3	-115.524	959.573	
1	1599	-0.3	117.464	556.627	-0.3	-115.524	960.173	
1	1600	-0.3	117.464	557.227	-0.3	-115.524	960.773	
1	1601	-0.3	117.464	557.827	-0.3	-115.524	961.373	
1	1602	-0.3	117.464	558.427	-0.3	-115.524	961.973	
1	1603	-0.3	117.464	559.027	-0.3	-115.524	962.573	
1	1604	-0.3	117.464	559.627	-0.3	-115.524	963.173	
1	1605	-0.3	117.464	560.227	-0.3	-115.524	963.773	
1	1606	-0.3	117.464	560.827	-0.3	-115.524	964.373	
1	1607	-0.3	117.464	561.427	-0.3	-115.524	964.973	
1	1608	-0.3	117.464	562.027	-0.3	-115.524	965.573	
1	1609	-0.3	117.464	562.627	-0.3	-115.524	966.173	
1	1610	-0.3	117.464	563.227	-0.3	-115.524	966.773	
1	1611	-0.3	117.464	563.827	-0.3	-115.524	967.373	
1	1612	-0.3	117.464	564.427	-0.3	-115.524	967.973	
1	1613	-0.3	117.464	565.027	-0.3	-115.524	968.573	
1	1614	-0.3	117.464	565.627	-0.3	-115.524	969.173	
1	1615	-0.3	117.464	566.227	-0.3	-115.524	969.773	
1	1616	-0.3	117.464	566.827	-0.3	-115.524	970.373	
1	1617	-0.3	117.464	567.427	-0.3	-115.524	970.973	
1	1618	-0.3	117.464	568.027	-0.3	-115.524	971.573	
1	1619	-0.3	117.464	568.627	-0.3	-115.524	972.173	
1	1620	-0.3	117.464	569.227	-0.3	-115.524	972.773	
1	1621	-0.3	117.464	569.827	-0.3	-115.524	973.373	
1	1622	-0.3	117.464	570.427	-0.3	-115.524	973.973	
1	1623	-0.3	117.464	571.027	-0.3	-115.524	974.573	
1	1624	-0.3	117.464	571.627	-0.3	-115.524	975.173	
1	1625	-0.3	117.464	572.227	-0.3	-115.524	975.773	
1	1626	-0.3	117.464	572.827	-0.3	-115.524	976.373	
1	1627	-0.3	117.464	573.427	-0.3	-115.524	976.973	
1	1628	-0.3	117.464	574.027	-0.3	-115.524	977.573	
1	1629	-0.3	117.464	574.627	-0.3	-115.524	978.173	
1	1630	-0.3	117.464	575.227	-0.3	-115.524	978.773	
1	1631	-0.3	117.464	575.827	-0.3	-115.524	979.373	
1	1632	-0.3	117.464	576.427	-0.3	-115.524	979.973	
1	1633	-0.3	117.464	577.027	-0.3	-115.524	980.573	
1	1634	-0.3	117.464	577.627	-0.3	-115.524	981.173	
1	1635	-0.3	117.464	578.227	-0.3	-115.524	981.773	
1	1636	-0.3	117.464	578.827	-0.3	-115.524	982.373	
1	1637	-0.3	117.464	579.427	-0.3	-115.524	982.973	
1	1638	-0.3	117.464	580.027	-0.3	-115.524	983.573	
1	1639	-0.3	117.464	580.627	-0.3	-115.524	984.173	
1	1640	-0.3	117.464	581.227	-0.3	-115.524	984.773	
1	1641	-0.3	117.464	581.827	-0.3	-115.524	985.373	
1	1642	-0.3	117.464	582.427	-0.3	-115.524	985.973	
1	1643	-0.3	117.464	583.027	-0.3	-115.524	986.573	
1	1644	-0.3	117.464	583.627	-0.3	-115.524	987.173	
1	1645	-0.3	117.464	584.227	-0.3	-115.524	987.773	
1	1646	-0.3	117.464	584.827	-0.3	-115.524	988.373	
1	1647	-0.3	117.464	585.427	-0.3	-115.524	988.973	
1	1648	-0.3	117.464	586.027	-0.3	-115.524	989.573	
1	1649	-0.3	117.464	586.627	-0.3	-115.524	990.173	
1	1650	-0.3	117.464	587.227	-0.3	-115.524	990.773	
1	1651	-0.3	117.464	587.827	-0.3	-115.524	991.373	
1	1652	-0.3	117.464	588.427	-0.3	-115.524	991.973	
1	1653	-0.3	117.464	589.027	-0.3	-115.524	992.573	
1	1654	-0.3	117.464	589.627	-0.3	-115.524	993.173	
1	1655	-0.3	117.464	590.227	-0.3	-115.524	993.773	
1	1656	-0.3	117.464	590.827	-0.3	-115.524	994.373	
1	1657	-0.3	117.464	591.427	-0.3	-115.524	994.973	
1	1658	-0.3	117.464	592.027	-0.3	-115.524	995.573	
1	1659	-0.3	117.464	592.627	-0.3	-115.524	996.173	
1	1660	-0.3	117.464	593.227	-0.3	-115.524	996.773	
1	1661	-0.3	117.464	593.827	-0.3	-115.524	997.373	
1	1662	-0.3	117.464	594.427	-0.3	-115.524	997.973	
1	1663	-0.3	117.464	595.027	-0.3	-115.524	998.573	
1	1664	-0.3	117.464	595.627	-0.3	-115.524	999.173	
1	1665	-0.3	117.464	596.227	-0.3	-115.524	999.773	
1	1666	-0.3	117.464	596.827	-0.3	-115.524	1000.37	
1	1667	-0.3	117.464	597.427	-0.3	-115.524	1000.97	
1	1668	-0.3	117.464	598.027	-0.3	-115.524	1001.57	
1	1669	-0.3	117.464	598.627	-0.3	-115.524	1002.17	
1	1670	-0.3	117.464	599.227	-0.3	-115.524	1002.77	
1	1671	-0.3	117.464	599.827	-0.3	-115.524	1003.37	
1	1672	-0.3	117.464	600.427	-0.3	-115.524	1003.97	
1	1673	-0.3	117.464	601.027	-0.3	-115.524	1004.57	
1	1674	-0.3	117.464	601.627	-0.3	-115.524	1005.17	
1	1675	-0.3	117.464	602.227	-0.3	-115.524	1005.77	
1	1676	-0.3	117.464	602.827	-0.3	-115.524	1006.37	
1	1677	-0.3	117.464	603.427	-0.3	-115.524	1006.97	
1	1678	-0.3	117.464	604.027	-0.3	-115.524	1007.57	
1	1679	-0.3	117.464	604.627	-0.3	-115.524	1008.17	
1	1680	-0.3	117.464	605.227	-0.3	-115.524	1008.77	
1	1681	-0.3	117.464	605.827	-0.3	-115.524	1009.37	
1	1682	-0.3	117.464	606.427	-0.3	-115.524	1009.97	
1	1683	-0.3	117.464	607.027	-0.3	-115.524	1010.57	
1	1684	-0.3	117.464	607.627	-0.3	-115.524	1011.17	
1	1685	-0.3	117.464	608.227	-0.3	-115.524	1011.77	
1	1686	-0.3	117.464	608.827	-0.3	-115.524	1012.37	
1	1687	-0.3	117.464	609.427	-0.3	-115.524	1012.97	
1	1688	-0.3	117.464	610.027	-0.3	-115.524	1013.57	
1	1689	-0.3	117.464	610.627	-0.3	-115.524	1014.17	
1	1690	-0.3	117.464	611.227	-0.3	-115.524	1014.77	
1	1691	-0.3	117.464	611.827	-0.3	-115.524	1015.37	
1	1692	-0.3	117.464	612.427	-0.3	-115.524	1015.97	
1	1693	-0.3	117.464	613.027	-0.3	-115.524	1016.57	
1	1694	-0.3	117.464	613.627	-0.3	-115.524	1017.17	
1	1695	-0.3	117.464	614.227	-0.3	-115.524	1017.77	
1	1696	-0.3	117.464	614.827	-0.3	-115.524	1018.37	
1	1697	-0.3	117.464	615.427	-0.3	-115.524	1018.97	
1	1698	-0.3	117.464	616.027	-0.3	-115.524	1019.57	
1	1699	-0.3	117.464	616.627	-0.3	-115.524	1020.17	
1	1700	-0.3	117.464	617.227	-0.3	-115.524	1020.77	
1	1701	-0.3	117.464	617.827	-0.3	-115.524	1021.37	
1	1702	-0.3	117.464	618.427	-0.3	-115.524	1021.97	
1	1703	-0.3	117.464	619.027	-0.3	-115.524	1022.57	
1	1704	-0.3	117.464	619.627	-0.3	-115.524	1023.17	
1	1705	-0.3	117.464	620.227	-0.3	-115.524	1023.77	
1	1706	-0.3	117.464	620.827	-0.3	-115.524	1024.37	
1	1707	-0.3	117.464	621.427	-0.3	-115.524	1024.97	
1	1708	-0.3	117.464	622.027	-0.3	-115.524	1025.57	
1	1709	-0.3	117.464	622.627	-0.3	-115.524	1026.17	
1	1710	-0.3	117.464	623.227	-0.3	-115.524	1026.77	
1	1711	-0.3	117.464	623.827	-0.3	-115.524	1027.37	
1	1712	-0.3	117.464	624.427	-0.3	-115.524	1027.97	
1	1713	-0.3	117.464	625.027	-0.3	-115.524	1028.57	
1	1714	-0.3	117.464	625.627	-0.3	-115.524	1029.17	
1	1715	-0.3	117.464	626.227	-0.3	-115.524	1029.77	
1	1716	-0.3	117.464	626.827	-0.3	-115.524	1030.37	
1	1717	-0.3	117.464	627.427	-0.3	-115.524	1030.97	
1	1718	-0.3	117.464	628.027	-0.3	-115.524	1031.57	
1	1719	-0.3	117.464	628.627	-0.3	-115.524	1032.17	
1	1720	-0.3	117.464	629.227	-0.3	-115.524	1032.77	
1	1721	-0.3	117.464	629.827	-0.3	-115.524	1033.37	
1	1722	-0.3	117.464	630.427	-0.3	-115.524	1033.97	
1	1723	-0.3	117.464	631.027	-0.3	-115.524	1034.57	
1	1724	-0.3	117.464	631.627	-0.3	-115.524	1035.17	
1	1725	-0.3	117.464	632.227	-0.3	-115.524	1035.77	
1	1726	-0.3	117.464	632.827	-0.3	-115.524	1036.37	
1	1727	-0.3	117.36	633.606	-0.3	-115.42	1036.79	
1	1728	-0.3	117.36	634.206	-0.3	-115.074	1036.79	
1	1729	-0.3	117.36	634.806	-0.3	-114.727	1036.79	
1	1730	-0.3	117.36	635.406	-0.3	-114.381	1036.79	
1	1731	-0.3	117.36	636.006	-0.3	-114.034	1036.79	
1	1732	-0.3	117.36	636.606	-0.3	-113.688	1036.79	
1	1733	-0.3	117.36	637.206	-0.3	-113.342	1036.79	
1	1734	-0.3	117.36	637.806	-0.3	-112.995	1036.79	
1	1735	-0.3	117.36	638.406	-0.3	-112.649	1036.79	
1	1736	-0.3	117.36	639.006	-0.3	-112.302	1036.79	
1	1737	-0.3	117.36	639.606	-0.3	-111.956	1036.79	
1	1738	-0.3	117.36	640.206	-0.3	-111.61	1036.79	
1	1739	-0.3	117.36	640.806	-0.3	-111.263	1036.79	
1	1740	-0.3	117.36	641.406	-0.3	-110.917	1036.79	
1	1741	-0.3	117.36	642.006	-0.3	-110.57	1036.79	
1	1742	-0.3	117.36	642.606	-0.3	-110.224	1036.79	
1	1743	-0.3	117.36	643.206	-0.3	-109.878	1036.79	
1	1744	-0.3	117.36	643.806	-0.3	-109.531	1036.79	
1	1745	-0.3	117.36	644.406	-0.3	-109.185	1036.79	
1	1746	-0.3	117.36	645.006	-0.3	-108.838	1036.79	
1	1747	-0.3	117.36	645.606	-0.3	-108.492	1036.79	
1	1748	-0.3	117.36	646.206	-0.3	-108.145	1036.79	
1	1749	-0.3	117.36	646.806	-0.3	-107.799	1036.79	
1	1750	-0.3	117.36	647.406	-0.3	-107.453	1036.79	
1	1751	-0.3	117.36	648.006	-0.3	-107.106	1036.79	
1	1752	-0.3	117.36	648.606	-0.3	-106.76	1036.79	
1	1753	-0.3	117.36	649.206	-0.3	-106.413	1036.79	
1	1754	-0.3	117.36	649.806	-0.3	-106.067	1036.79	
1	1755	-0.3	117.36	650.406	-0.3	-105.721	1036.79	
1	1756	-0.3	117.36	651.006	-0.3	-105.374	1036.79	
1	1757	-0.3	117.36	651.606	-0.3	-105.028	1036.79	
1	1758	-0.3	117.36	652.206	-0.3	-104.681	1036.79	
1	1759	-0.3	117.36	652.806	-0.3	-104.335	1036.79	
1	1760	-0.3	117.36	653.406	-0.3	-103.989	1036.79	
1	1761	-0.3	117.36	654.006	-0.3	-103.642	1036.79	
1	1762	-0.3	117.36	654.606	-0.3	-103.296	1036.79	
1	1763	-0.3	117.36	655.206	-0.3	-102.949	1036.79	
1	1764	-0.3	117.36	655.806	-0.3	-102.603	1036.79	
1	1765	-0.3	117.36	656.406	-0.3	-102.256	1036.79	
1	1766	-0.3	117.36	657.006	-0.3	-101.91	1036.79	
1	1767	-0.3	117.36	657.606	-0.3	-101.564	1036.79	
1	1768	-0.3	117.36	658.206	-0.3	-101.217	1036.79	
1	1769	-0.3	117.36	658.806	-0.3	-100.871	1036.79	
1	1770	-0.3	117.36	659.406	-0.3	-100.524	1036.79	
1	1771	-0.3	117.36	660.006	-0.3	-100.178	1036.79	
1	1772	-0.3	117.36	660.606	-0.3	-99.8316	1036.79	
1	1773	-0.3	117.36	661.206	-0.3	-99.4852	1036.79	
1	1774	-0.3	117.36	661.806	-0.3	-99.1388	1036.79	
1	1775	-0.3	117.36	662.406	-0.3	-98.7924	1036.79	
1	1776	-0.3	117.36	663.006	-0.3	-98.446	1036.79	
1	1777	-0.3	117.36	663.606	-0.3	-98.0996	1036.79	
1	1778	-0.3	117.36	664.206	-0.3	-97.7531	1036.79	
1	1779	-0.3	117.36	664.806	-0.3	-97.4067	1036.79	
1	1780	-0.3	117.36	665.406	-0.3	-97.0603	1036.79	
1	1781	-0.3	117.36	666.006	-0.3	-96.7139	1036.79	
1	1782	-0.3	117.36	666.606	-0.3	-96.3675	1036.79	
1	1783	-0.3	117.36	667.206	-0.3	-96.0211	1036.79	
