plane	wire	sx	sy	sz	ex	ey	ez
0	1528	-5.23235e-16	-115.524	514.227	4.88952e-14	117.464	917.773	
0	1529	-4.49759e-16	-115.524	514.827	4.89687e-14	117.464	918.373	
0	1530	-3.76282e-16	-115.524	515.427	4.90421e-14	117.464	918.973	
0	1531	-3.02806e-16	-115.524	516.027	4.91156e-14	117.464	919.573	
0	1532	-2.29329e-16	-115.524	516.627	4.91891e-14	117.464	920.173	
0	1533	-1.55853e-16	-115.524	517.227	4.92626e-14	117.464	920.773	
0	1534	-8.23767e-17	-115.524	517.827	4.9336e-14	117.464	921.373	
0	1535	-8.90034e-18	-115.524	518.427	4.94095e-14	117.464	921.973	
0	1536	6.4576e-17	-115.524	519.027	4.9483e-14	117.464	922.573	
0	1537	1.38052e-16	-115.524	519.627	4.95565e-14	117.464	923.173	
0	1538	2.11529e-16	-115.524	520.227	4.96299e-14	117.464	923.773	
0	1539	2.85005e-16	-115.524	520.827	4.97034e-14	117.464	924.373	
0	1540	3.58482e-16	-115.524	521.427	4.97769e-14	117.464	924.973	
0	1541	4.31958e-16	-115.524	522.027	4.98504e-14	117.464	925.573	
0	1542	5.05434e-16	-115.524	522.627	4.99239e-14	117.464	926.173	
0	1543	5.78911e-16	-115.524	523.227	4.99973e-14	117.464	926.773	
0	1544	6.52387e-16	-115.524	523.827	5.00708e-14	117.464	927.373	
0	1545	7.25863e-16	-115.524	524.427	5.01443e-14	117.464	927.973	
0	1546	7.9934e-16	-115.524	525.027	5.02178e-14	117.464	928.573	
0	1547	8.72816e-16	-115.524	525.627	5.02912e-14	117.464	929.173	
0	1548	9.46293e-16	-115.524	526.227	5.03647e-14	117.464	929.773	
0	1549	1.01977e-15	-115.524	526.827	5.04382e-14	117.464	930.373	
0	1550	1.09325e-15	-115.524	527.427	5.05117e-14	117.464	930.973	
0	1551	1.16672e-15	-115.524	528.027	5.05851e-14	117.464	931.573	
0	1552	1.2402e-15	-115.524	528.627	5.06586e-14	117.464	932.173	
0	1553	1.31367e-15	-115.524	529.227	5.07321e-14	117.464	932.773	
0	1554	1.38715e-15	-115.524	529.827	5.08056e-14	117.464	933.373	
0	1555	1.46063e-15	-115.524	530.427	5.0879e-14	117.464	933.973	
0	1556	1.5341e-15	-115.524	531.027	5.09525e-14	117.464	934.573	
0	1557	1.60758e-15	-115.524	531.627	5.1026e-14	117.464	935.173	
0	1558	1.68106e-15	-115.524	532.227	5.10995e-14	117.464	935.773	
0	1559	1.75453e-15	-115.524	532.827	5.1173e-14	117.464	936.373	
0	1560	1.82801e-15	-115.524	533.427	5.12464e-14	117.464	936.973	
0	1561	1.90149e-15	-115.524	534.027	5.13199e-14	117.464	937.573	
0	1562	1.97496e-15	-115.524	534.627	5.13934e-14	117.464	938.173	
0	1563	2.04844e-15	-115.524	535.227	5.14669e-14	117.464	938.773	
0	1564	2.12191e-15	-115.524	535.827	5.15403e-14	117.464	939.373	
0	1565	2.19539e-15	-115.524	536.427	5.16138e-14	117.464	939.973	
0	1566	2.26887e-15	-115.524	537.027	5.16873e-14	117.464	940.573	
0	1567	2.34234e-15	-115.524	537.627	5.17608e-14	117.464	941.173	
0	1568	2.41582e-15	-115.524	538.227	5.18342e-14	117.464	941.773	
0	1569	2.4893e-15	-115.524	538.827	5.19077e-14	117.464	942.373	
0	1570	2.56277e-15	-115.524	539.427	5.19812e-14	117.464	942.973	
0	1571	2.63625e-15	-115.524	540.027	5.20547e-14	117.464	943.573	
0	1572	2.70973e-15	-115.524	540.627	5.21281e-14	117.464	944.173	
0	1573	2.7832e-15	-115.524	541.227	5.22016e-14	117.464	944.773	
0	1574	2.85668e-15	-115.524	541.827	5.22751e-14	117.464	945.373	
0	1575	2.93015e-15	-115.524	542.427	5.23486e-14	117.464	945.973	
0	1576	3.00363e-15	-115.524	543.027	5.24221e-14	117.464	946.573	
0	1577	3.07711e-15	-115.524	543.627	5.24955e-14	117.464	947.173	
0	1578	3.15058e-15	-115.524	544.227	5.2569e-14	117.464	947.773	
0	1579	3.22406e-15	-115.524	544.827	5.26425e-14	117.464	948.373	
0	1580	3.29754e-15	-115.524	545.427	5.2716e-14	117.464	948.973	
0	1581	3.37101e-15	-115.524	546.027	5.27894e-14	117.464	949.573	
0	1582	3.44449e-15	-115.524	546.627	5.28629e-14	117.464	950.173	
0	1583	3.51797e-15	-115.524	547.227	5.29364e-14	117.464	950.773	
0	1584	3.59144e-15	-115.524	547.827	5.30099e-14	117.464	951.373	
0	1585	3.66492e-15	-115.524	548.427	5.30833e-14	117.464	951.973	
0	1586	3.7384e-15	-115.524	549.027	5.31568e-14	117.464	952.573	
0	1587	3.81187e-15	-115.524	549.627	5.32303e-14	117.464	953.173	
0	1588	3.88535e-15	-115.524	550.227	5.33038e-14	117.464	953.773	
0	1589	3.95882e-15	-115.524	550.827	5.33772e-14	117.464	954.373	
0	1590	4.0323e-15	-115.524	551.427	5.34507e-14	117.464	954.973	
0	1591	4.10578e-15	-115.524	552.027	5.35242e-14	117.464	955.573	
0	1592	4.17925e-15	-115.524	552.627	5.35977e-14	117.464	956.173	
0	1593	4.25273e-15	-115.524	553.227	5.36712e-14	117.464	956.773	
0	1594	4.32621e-15	-115.524	553.827	5.37446e-14	117.464	957.373	
0	1595	4.39968e-15	-115.524	554.427	5.38181e-14	117.464	957.973	
0	1596	4.47316e-15	-115.524	555.027	5.38916e-14	117.464	958.573	
0	1597	4.54664e-15	-115.524	555.627	5.39651e-14	117.464	959.173	
0	1598	4.62011e-15	-115.524	556.227	5.40385e-14	117.464	959.773	
0	1599	4.69359e-15	-115.524	556.827	5.4112e-14	117.464	960.373	
0	1600	4.76706e-15	-115.524	557.427	5.41855e-14	117.464	960.973	
0	1601	4.84054e-15	-115.524	558.027	5.4259e-14	117.464	961.573	
0	1602	4.91402e-15	-115.524	558.627	5.43324e-14	117.464	962.173	
0	1603	4.98749e-15	-115.524	559.227	5.44059e-14	117.464	962.773	
0	1604	5.06097e-15	-115.524	559.827	5.44794e-14	117.464	963.373	
0	1605	5.13445e-15	-115.524	560.427	5.45529e-14	117.464	963.973	
0	1606	5.20792e-15	-115.524	561.027	5.46263e-14	117.464	964.573	
0	1607	5.2814e-15	-115.524	561.627	5.46998e-14	117.464	965.173	
0	1608	5.35488e-15	-115.524	562.227	5.47733e-14	117.464	965.773	
0	1609	5.42835e-15	-115.524	562.827	5.48468e-14	117.464	966.373	
0	1610	5.50183e-15	-115.524	563.427	5.49202e-14	117.464	966.973	
0	1611	5.5753e-15	-115.524	564.027	5.49937e-14	117.464	967.573	
0	1612	5.64878e-15	-115.524	564.627	5.50672e-14	117.464	968.173	
0	1613	5.72226e-15	-115.524	565.227	5.51407e-14	117.464	968.773	
0	1614	5.79573e-15	-115.524	565.827	5.52142e-14	117.464	969.373	
0	1615	5.86921e-15	-115.524	566.427	5.52876e-14	117.464	969.973	
0	1616	5.94269e-15	-115.524	567.027	5.53611e-14	117.464	970.573	
0	1617	6.01616e-15	-115.524	567.627	5.54346e-14	117.464	971.173	
0	1618	6.08964e-15	-115.524	568.227	5.55081e-14	117.464	971.773	
0	1619	6.16312e-15	-115.524	568.827	5.55815e-14	117.464	972.373	
0	1620	6.23659e-15	-115.524	569.427	5.5655e-14	117.464	972.973	
0	1621	6.31007e-15	-115.524	570.027	5.57285e-14	117.464	973.573	
0	1622	6.38354e-15	-115.524	570.627	5.5802e-14	117.464	974.173	
0	1623	6.45702e-15	-115.524	571.227	5.58754e-14	117.464	974.773	
0	1624	6.5305e-15	-115.524	571.827	5.59489e-14	117.464	975.373	
0	1625	6.60397e-15	-115.524	572.427	5.60224e-14	117.464	975.973	
0	1626	6.67745e-15	-115.524	573.027	5.60959e-14	117.464	976.573	
0	1627	6.75093e-15	-115.524	573.627	5.61693e-14	117.464	977.173	
0	1628	6.8244e-15	-115.524	574.227	5.62428e-14	117.464	977.773	
0	1629	6.89788e-15	-115.524	574.827	5.63163e-14	117.464	978.373	
0	1630	6.97136e-15	-115.524	575.427	5.63898e-14	117.464	978.973	
0	1631	7.04483e-15	-115.524	576.027	5.64633e-14	117.464	979.573	
0	1632	7.11831e-15	-115.524	576.627	5.65367e-14	117.464	980.173	
0	1633	7.19179e-15	-115.524	577.227	5.66102e-14	117.464	980.773	
0	1634	7.26526e-15	-115.524	577.827	5.66837e-14	117.464	981.373	
0	1635	7.33874e-15	-115.524	578.427	5.67572e-14	117.464	981.973	
0	1636	7.41221e-15	-115.524	579.027	5.68306e-14	117.464	982.573	
0	1637	7.48569e-15	-115.524	579.627	5.69041e-14	117.464	983.173	
0	1638	7.55917e-15	-115.524	580.227	5.69776e-14	117.464	983.773	
0	1639	7.63264e-15	-115.524	580.827	5.70511e-14	117.464	984.373	
0	1640	7.70612e-15	-115.524	581.427	5.71245e-14	117.464	984.973	
0	1641	7.7796e-15	-115.524	582.027	5.7198e-14	117.464	985.573	
0	1642	7.85307e-15	-115.524	582.627	5.72715e-14	117.464	986.173	
0	1643	7.92655e-15	-115.524	583.227	5.7345e-14	117.464	986.773	
0	1644	8.00003e-15	-115.524	583.827	5.74184e-14	117.464	987.373	
0	1645	8.0735e-15	-115.524	584.427	5.74919e-14	117.464	987.973	
0	1646	8.14698e-15	-115.524	585.027	5.75654e-14	117.464	988.573	
0	1647	8.22045e-15	-115.524	585.627	5.76389e-14	117.464	989.173	
0	1648	8.29393e-15	-115.524	586.227	5.77124e-14	117.464	989.773	
0	1649	8.36741e-15	-115.524	586.827	5.77858e-14	117.464	990.373	
0	1650	8.44088e-15	-115.524	587.427	5.78593e-14	117.464	990.973	
0	1651	8.51436e-15	-115.524	588.027	5.79328e-14	117.464	991.573	
0	1652	8.58784e-15	-115.524	588.627	5.80063e-14	117.464	992.173	
0	1653	8.66131e-15	-115.524	589.227	5.80797e-14	117.464	992.773	
0	1654	8.73479e-15	-115.524	589.827	5.81532e-14	117.464	993.373	
0	1655	8.80827e-15	-115.524	590.427	5.82267e-14	117.464	993.973	
0	1656	8.88174e-15	-115.524	591.027	5.83002e-14	117.464	994.573	
0	1657	8.95522e-15	-115.524	591.627	5.83736e-14	117.464	995.173	
0	1658	9.02869e-15	-115.524	592.227	5.84471e-14	117.464	995.773	
0	1659	9.10217e-15	-115.524	592.827	5.85206e-14	117.464	996.373	
0	1660	9.17565e-15	-115.524	593.427	5.85941e-14	117.464	996.973	
0	1661	9.24912e-15	-115.524	594.027	5.86675e-14	117.464	997.573	
0	1662	9.3226e-15	-115.524	594.627	5.8741e-14	117.464	998.173	
0	1663	9.39608e-15	-115.524	595.227	5.88145e-14	117.464	998.773	
0	1664	9.46955e-15	-115.524	595.827	5.8888e-14	117.464	999.373	
0	1665	9.54303e-15	-115.524	596.427	5.89615e-14	117.464	999.973	
0	1666	9.61651e-15	-115.524	597.027	5.90349e-14	117.464	1000.57	
0	1667	9.68998e-15	-115.524	597.627	5.91084e-14	117.464	1001.17	
0	1668	9.76346e-15	-115.524	598.227	5.91819e-14	117.464	1001.77	
0	1669	9.83693e-15	-115.524	598.827	5.92554e-14	117.464	1002.37	
0	1670	9.91041e-15	-115.524	599.427	5.93288e-14	117.464	1002.97	
0	1671	9.98389e-15	-115.524	600.027	5.94023e-14	117.464	1003.57	
0	1672	1.00574e-14	-115.524	600.627	5.94758e-14	117.464	1004.17	
0	1673	1.01308e-14	-115.524	601.227	5.95493e-14	117.464	1004.77	
0	1674	1.02043e-14	-115.524	601.827	5.96227e-14	117.464	1005.37	
0	1675	1.02778e-14	-115.524	602.427	5.96962e-14	117.464	1005.97	
0	1676	1.03513e-14	-115.524	603.027	5.97697e-14	117.464	1006.57	
0	1677	1.04247e-14	-115.524	603.627	5.98432e-14	117.464	1007.17	
0	1678	1.04982e-14	-115.524	604.227	5.99166e-14	117.464	1007.77	
0	1679	1.05717e-14	-115.524	604.827	5.99901e-14	117.464	1008.37	
0	1680	1.06452e-14	-115.524	605.427	6.00636e-14	117.464	1008.97	
0	1681	1.07187e-14	-115.524	606.027	6.01371e-14	117.464	1009.57	
0	1682	1.07921e-14	-115.524	606.627	6.02105e-14	117.464	1010.17	
0	1683	1.08656e-14	-115.524	607.227	6.0284e-14	117.464	1010.77	
0	1684	1.09391e-14	-115.524	607.827	6.03575e-14	117.464	1011.37	
0	1685	1.10126e-14	-115.524	608.427	6.0431e-14	117.464	1011.97	
0	1686	1.1086e-14	-115.524	609.027	6.05045e-14	117.464	1012.57	
0	1687	1.11595e-14	-115.524	609.627	6.05779e-14	117.464	1013.17	
0	1688	1.1233e-14	-115.524	610.227	6.06514e-14	117.464	1013.77	
0	1689	1.13065e-14	-115.524	610.827	6.07249e-14	117.464	1014.37	
0	1690	1.13799e-14	-115.524	611.427	6.07984e-14	117.464	1014.97	
0	1691	1.14534e-14	-115.524	612.027	6.08718e-14	117.464	1015.57	
0	1692	1.15269e-14	-115.524	612.627	6.09453e-14	117.464	1016.17	
0	1693	1.16004e-14	-115.524	613.227	6.10188e-14	117.464	1016.77	
0	1694	1.16738e-14	-115.524	613.827	6.10923e-14	117.464	1017.37	
0	1695	1.17473e-14	-115.524	614.427	6.11657e-14	117.464	1017.97	
0	1696	1.18208e-14	-115.524	615.027	6.12392e-14	117.464	1018.57	
0	1697	1.18943e-14	-115.524	615.627	6.13127e-14	117.464	1019.17	
0	1698	1.19677e-14	-115.524	616.227	6.13862e-14	117.464	1019.77	
0	1699	1.20412e-14	-115.524	616.827	6.14596e-14	117.464	1020.37	
0	1700	1.21147e-14	-115.524	617.427	6.15331e-14	117.464	1020.97	
0	1701	1.21882e-14	-115.524	618.027	6.16066e-14	117.464	1021.57	
0	1702	1.22617e-14	-115.524	618.627	6.16801e-14	117.464	1022.17	
0	1703	1.23351e-14	-115.524	619.227	6.17536e-14	117.464	1022.77	
0	1704	1.24086e-14	-115.524	619.827	6.1827e-14	117.464	1023.37	
0	1705	1.24821e-14	-115.524	620.427	6.19005e-14	117.464	1023.97	
0	1706	1.25556e-14	-115.524	621.027	6.1974e-14	117.464	1024.57	
0	1707	1.2629e-14	-115.524	621.627	6.20475e-14	117.464	1025.17	
0	1708	1.27025e-14	-115.524	622.227	6.21209e-14	117.464	1025.77	
0	1709	1.2776e-14	-115.524	622.827	6.21944e-14	117.464	1026.37	
0	1710	1.28495e-14	-115.524	623.427	6.22679e-14	117.464	1026.97	
0	1711	1.29229e-14	-115.524	624.027	6.23414e-14	117.464	1027.57	
0	1712	1.29964e-14	-115.524	624.627	6.24148e-14	117.464	1028.17	
0	1713	1.30699e-14	-115.524	625.227	6.24883e-14	117.464	1028.77	
0	1714	1.31434e-14	-115.524	625.827	6.25618e-14	117.464	1029.37	
0	1715	1.32168e-14	-115.524	626.427	6.26353e-14	117.464	1029.97	
0	1716	1.32903e-14	-115.524	627.027	6.27087e-14	117.464	1030.57	
0	1717	1.33638e-14	-115.524	627.627	6.27822e-14	117.464	1031.17	
0	1718	1.34373e-14	-115.524	628.227	6.28557e-14	117.464	1031.77	
0	1719	1.35108e-14	-115.524	628.827	6.29292e-14	117.464	1032.37	
0	1720	1.35842e-14	-115.524	629.427	6.30027e-14	117.464	1032.97	
0	1721	1.36577e-14	-115.524	630.027	6.30761e-14	117.464	1033.57	
0	1722	1.37312e-14	-115.524	630.627	6.31496e-14	117.464	1034.17	
0	1723	1.38047e-14	-115.524	631.227	6.32231e-14	117.464	1034.77	
0	1724	1.38781e-14	-115.524	631.827	6.32966e-14	117.464	1035.37	
0	1725	1.39516e-14	-115.524	632.427	6.337e-14	117.464	1035.97	
0	1726	1.40251e-14	-115.524	633.027	6.34435e-14	117.464	1036.57	
0	1727	1.41205e-14	-115.42	633.806	6.3495e-14	117.36	1036.99	
0	1728	1.4194e-14	-115.42	634.406	6.3495e-14	117.014	1036.99	
0	1729	1.42675e-14	-115.42	635.006	6.3495e-14	116.667	1036.99	
0	1730	1.43409e-14	-115.42	635.606	6.3495e-14	116.321	1036.99	
0	1731	1.44144e-14	-115.42	636.206	6.3495e-14	115.974	1036.99	
0	1732	1.44879e-14	-115.42	636.806	6.3495e-14	115.628	1036.99	
0	1733	1.45614e-14	-115.42	637.406	6.3495e-14	115.282	1036.99	
0	1734	1.46348e-14	-115.42	638.006	6.3495e-14	114.935	1036.99	
0	1735	1.47083e-14	-115.42	638.606	6.3495e-14	114.589	1036.99	
0	1736	1.47818e-14	-115.42	639.206	6.3495e-14	114.242	1036.99	
0	1737	1.48553e-14	-115.42	639.806	6.3495e-14	113.896	1036.99	
0	1738	1.49287e-14	-115.42	640.406	6.3495e-14	113.55	1036.99	
0	1739	1.50022e-14	-115.42	641.006	6.3495e-14	113.203	1036.99	
0	1740	1.50757e-14	-115.42	641.606	6.3495e-14	112.857	1036.99	
0	1741	1.51492e-14	-115.42	642.206	6.3495e-14	112.51	1036.99	
0	1742	1.52227e-14	-115.42	642.806	6.3495e-14	112.164	1036.99	
0	1743	1.52961e-14	-115.42	643.406	6.3495e-14	111.818	1036.99	
0	1744	1.53696e-14	-115.42	644.006	6.3495e-14	111.471	1036.99	
0	1745	1.54431e-14	-115.42	644.606	6.3495e-14	111.125	1036.99	
0	1746	1.55166e-14	-115.42	645.206	6.3495e-14	110.778	1036.99	
0	1747	1.559e-14	-115.42	645.806	6.3495e-14	110.432	1036.99	
0	1748	1.56635e-14	-115.42	646.406	6.3495e-14	110.085	1036.99	
0	1749	1.5737e-14	-115.42	647.006	6.3495e-14	109.739	1036.99	
0	1750	1.58105e-14	-115.42	647.606	6.3495e-14	109.393	1036.99	
0	1751	1.58839e-14	-115.42	648.206	6.3495e-14	109.046	1036.99	
0	1752	1.59574e-14	-115.42	648.806	6.3495e-14	108.7	1036.99	
0	1753	1.60309e-14	-115.42	649.406	6.3495e-14	108.353	1036.99	
0	1754	1.61044e-14	-115.42	650.006	6.3495e-14	108.007	1036.99	
0	1755	1.61778e-14	-115.42	650.606	6.3495e-14	107.661	1036.99	
0	1756	1.62513e-14	-115.42	651.206	6.3495e-14	107.314	1036.99	
0	1757	1.63248e-14	-115.42	651.806	6.3495e-14	106.968	1036.99	
0	1758	1.63983e-14	-115.42	652.406	6.3495e-14	106.621	1036.99	
0	1759	1.64718e-14	-115.42	653.006	6.3495e-14	106.275	1036.99	
0	1760	1.65452e-14	-115.42	653.606	6.3495e-14	105.929	1036.99	
0	1761	1.66187e-14	-115.42	654.206	6.3495e-14	105.582	1036.99	
0	1762	1.66922e-14	-115.42	654.806	6.3495e-14	105.236	1036.99	
0	1763	1.67657e-14	-115.42	655.406	6.3495e-14	104.889	1036.99	
0	1764	1.68391e-14	-115.42	656.006	6.3495e-14	104.543	1036.99	
0	1765	1.69126e-14	-115.42	656.606	6.3495e-14	104.196	1036.99	
0	1766	1.69861e-14	-115.42	657.206	6.3495e-14	103.85	1036.99	
0	1767	1.70596e-14	-115.42	657.806	6.3495e-14	103.504	1036.99	
0	1768	1.7133e-14	-115.42	658.406	6.3495e-14	103.157	1036.99	
0	1769	1.72065e-14	-115.42	659.006	6.3495e-14	102.811	1036.99	
0	1770	1.728e-14	-115.42	659.606	6.3495e-14	102.464	1036.99	
0	1771	1.73535e-14	-115.42	660.206	6.3495e-14	102.118	1036.99	
0	1772	1.74269e-14	-115.42	660.806	6.3495e-14	101.772	1036.99	
0	1773	1.75004e-14	-115.42	661.406	6.3495e-14	101.425	1036.99	
0	1774	1.75739e-14	-115.42	662.006	6.3495e-14	101.079	1036.99	
0	1775	1.76474e-14	-115.42	662.606	6.3495e-14	100.732	1036.99	
0	1776	1.77208e-14	-115.42	663.206	6.3495e-14	100.386	1036.99	
0	1777	1.77943e-14	-115.42	663.806	6.3495e-14	100.04	1036.99	
0	1778	1.78678e-14	-115.42	664.406	6.3495e-14	99.6931	1036.99	
0	1779	1.79413e-14	-115.42	665.006	6.3495e-14	99.3467	1036.99	
0	1780	1.80148e-14	-115.42	665.606	6.3495e-14	99.0003	1036.99	
0	1781	1.80882e-14	-115.42	666.206	6.3495e-14	98.6539	1036.99	
0	1782	1.81617e-14	-115.42	666.806	6.3495e-14	98.3075	1036.99	
0	1783	1.82352e-14	-115.42	667.406	6.3495e-14	97.9611	1036.99	
0	1784	1.83087e-14	-115.42	668.006	6.3495e-14	97.6147	1036.99	
0	1785	1.83821e-14	-115.42	668.606	6.3495e-14	97.2683	1036.99	
0	1786	1.84556e-14	-115.42	669.206	6.3495e-14	96.9219	1036.99	
0	1787	1.85291e-14	-115.42	669.806	6.3495e-14	96.5755	1036.99	
0	1788	1.86026e-14	-115.42	670.406	6.3495e-14	96.229	1036.99	
0	1789	1.8676e-14	-115.42	671.006	6.3495e-14	95.8826	1036.99	
0	1790	1.87495e-14	-115.42	671.606	6.3495e-14	95.5362	1036.99	
0	1791	1.8823e-14	-115.42	672.206	6.3495e-14	95.1898	1036.99	
0	1792	1.88965e-14	-115.42	672.806	6.3495e-14	94.8434	1036.99	
0	1793	1.89699e-14	-115.42	673.406	6.3495e-14	94.497	1036.99	
0	1794	1.90434e-14	-115.42	674.006	6.3495e-14	94.1506	1036.99	
0	1795	1.91169e-14	-115.42	674.606	6.3495e-14	93.8042	1036.99	
0	1796	1.91904e-14	-115.42	675.206	6.3495e-14	93.4578	1036.99	
0	1797	1.92639e-14	-115.42	675.806	6.3495e-14	93.1114	1036.99	
0	1798	1.93373e-14	-115.42	676.406	6.3495e-14	92.7649	1036.99	
0	1799	1.94108e-14	-115.42	677.006	6.3495e-14	92.4185	1036.99	
0	1800	1.94843e-14	-115.42	677.606	6.3495e-14	92.0721	1036.99	
0	1801	1.95578e-14	-115.42	678.206	6.3495e-14	91.7257	1036.99	
0	1802	1.96312e-14	-115.42	678.806	6.3495e-14	91.3793	1036.99	
0	1803	1.97047e-14	-115.42	679.406	6.3495e-14	91.0329	1036.99	
0	1804	1.97782e-14	-115.42	680.006	6.3495e-14	90.6865	1036.99	
0	1805	1.98517e-14	-115.42	680.606	6.3495e-14	90.3401	1036.99	
0	1806	1.99251e-14	-115.42	681.206	6.3495e-14	89.9937	1036.99	
0	1807	1.99986e-14	-115.42	681.806	6.3495e-14	89.6473	1036.99	
0	1808	2.00721e-14	-115.42	682.406	6.3495e-14	89.3008	1036.99	
0	1809	2.01456e-14	-115.42	683.006	6.3495e-14	88.9544	1036.99	
0	1810	2.0219e-14	-115.42	683.606	6.3495e-14	88.608	1036.99	
0	1811	2.02925e-14	-115.42	684.206	6.3495e-14	88.2616	1036.99	
0	1812	2.0366e-14	-115.42	684.806	6.3495e-14	87.9152	1036.99	
0	1813	2.04395e-14	-115.42	685.406	6.3495e-14	87.5688	1036.99	
0	1814	2.0513e-14	-115.42	686.006	6.3495e-14	87.2224	1036.99	
0	1815	2.05864e-14	-115.42	686.606	6.3495e-14	86.876	1036.99	
0	1816	2.06599e-14	-115.42	687.206	6.3495e-14	86.5296	1036.99	
0	1817	2.07334e-14	-115.42	687.806	6.3495e-14	86.1832	1036.99	
0	1818	2.08069e-14	-115.42	688.406	6.3495e-14	85.8367	1036.99	
0	1819	2.08803e-14	-115.42	689.006	6.3495e-14	85.4903	1036.99	
0	1820	2.09538e-14	-115.42	689.606	6.3495e-14	85.1439	1036.99	
0	1821	2.10273e-14	-115.42	690.206	6.3495e-14	84.7975	1036.99	
0	1822	2.11008e-14	-115.42	690.806	6.3495e-14	84.4511	1036.99	
0	1823	2.11742e-14	-115.42	691.406	6.3495e-14	84.1047	1036.99	
0	1824	2.12477e-14	-115.42	692.006	6.3495e-14	83.7583	1036.99	
0	1825	2.13212e-14	-115.42	692.606	6.3495e-14	83.4119	1036.99	
0	1826	2.13947e-14	-115.42	693.206	6.3495e-14	83.0655	1036.99	
0	1827	2.14681e-14	-115.42	693.806	6.3495e-14	82.7191	1036.99	
0	1828	2.15416e-14	-115.42	694.406	6.3495e-14	82.3726	1036.99	
0	1829	2.16151e-14	-115.42	695.006	6.3495e-14	82.0262	1036.99	
0	1830	2.16886e-14	-115.42	695.606	6.3495e-14	81.6798	1036.99	
0	1831	2.1762e-14	-115.42	696.206	6.3495e-14	81.3334	1036.99	
0	1832	2.18355e-14	-115.42	696.806	6.3495e-14	80.987	1036.99	
0	1833	2.1909e-14	-115.42	697.406	6.3495e-14	80.6406	1036.99	
0	1834	2.19825e-14	-115.42	698.006	6.3495e-14	80.2942	1036.99	
0	1835	2.2056e-14	-115.42	698.606	6.3495e-14	79.9478	1036.99	
0	1836	2.21294e-14	-115.42	699.206	6.3495e-14	79.6014	1036.99	
0	1837	2.22029e-14	-115.42	699.806	6.3495e-14	79.2549	1036.99	
0	1838	2.22764e-14	-115.42	700.406	6.3495e-14	78.9085	1036.99	
0	1839	2.23499e-14	-115.42	701.006	6.3495e-14	78.5621	1036.99	
0	1840	2.24233e-14	-115.42	701.606	6.3495e-14	78.2157	1036.99	
0	1841	2.24968e-14	-115.42	702.206	6.3495e-14	77.8693	1036.99	
0	1842	2.25703e-14	-115.42	702.806	6.3495e-14	77.5229	1036.99	
0	1843	2.26438e-14	-115.42	703.406	6.3495e-14	77.1765	1036.99	
0	1844	2.27172e-14	-115.42	704.006	6.3495e-14	76.8301	1036.99	
0	1845	2.27907e-14	-115.42	704.606	6.3495e-14	76.4837	1036.99	
0	1846	2.28642e-14	-115.42	705.206	6.3495e-14	76.1373	1036.99	
0	1847	2.29377e-14	-115.42	705.806	6.3495e-14	75.7908	1036.99	
0	1848	2.30111e-14	-115.42	706.406	6.3495e-14	75.4444	1036.99	
0	1849	2.30846e-14	-115.42	707.006	6.3495e-14	75.098	1036.99	
0	1850	2.31581e-14	-115.42	707.606	6.3495e-14	74.7516	1036.99	
0	1851	2.32316e-14	-115.42	708.206	6.3495e-14	74.4052	1036.99	
0	1852	2.33051e-14	-115.42	708.806	6.3495e-14	74.0588	1036.99	
0	1853	2.33785e-14	-115.42	709.406	6.3495e-14	73.7124	1036.99	
0	1854	2.3452e-14	-115.42	710.006	6.3495e-14	73.366	1036.99	
0	1855	2.35255e-14	-115.42	710.606	6.3495e-14	73.0196	1036.99	
0	1856	2.3599e-14	-115.42	711.206	6.3495e-14	72.6732	1036.99	
0	1857	2.36724e-14	-115.42	711.806	6.3495e-14	72.3267	1036.99	
0	1858	2.37459e-14	-115.42	712.406	6.3495e-14	71.9803	1036.99	
0	1859	2.38194e-14	-115.42	713.006	6.3495e-14	71.6339	1036.99	
0	1860	2.38929e-14	-115.42	713.606	6.3495e-14	71.2875	1036.99	
0	1861	2.39663e-14	-115.42	714.206	6.3495e-14	70.9411	1036.99	
0	1862	2.40398e-14	-115.42	714.806	6.3495e-14	70.5947	1036.99	
0	1863	2.41133e-14	-115.42	715.406	6.3495e-14	70.2483	1036.99	
0	1864	2.41868e-14	-115.42	716.006	6.3495e-14	69.9019	1036.99	
0	1865	2.42602e-14	-115.42	716.606	6.3495e-14	69.5555	1036.99	
0	1866	2.43337e-14	-115.42	717.206	6.3495e-14	69.2091	1036.99	
0	1867	2.44072e-14	-115.42	717.806	6.3495e-14	68.8626	1036.99	
0	1868	2.44807e-14	-115.42	718.406	6.3495e-14	68.5162	1036.99	
0	1869	2.45542e-14	-115.42	719.006	6.3495e-14	68.1698	1036.99	
0	1870	2.46276e-14	-115.42	719.606	6.3495e-14	67.8234	1036.99	
0	1871	2.47011e-14	-115.42	720.206	6.3495e-14	67.477	1036.99	
0	1872	2.47746e-14	-115.42	720.806	6.3495e-14	67.1306	1036.99	
0	1873	2.48481e-14	-115.42	721.406	6.3495e-14	66.7842	1036.99	
0	1874	2.49215e-14	-115.42	722.006	6.3495e-14	66.4378	1036.99	
0	1875	2.4995e-14	-115.42	722.606	6.3495e-14	66.0914	1036.99	
0	1876	2.50685e-14	-115.42	723.206	6.3495e-14	65.745	1036.99	
0	1877	2.5142e-14	-115.42	723.806	6.3495e-14	65.3985	1036.99	
